cell_type,exp_type,exp_trial,cell_donor,virus_date,virus_vol_ul,x_data_type,X,y_data_type,rep1,rep2,rep3,rep4,rep5,rep6,rep7,rep8
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,3,frac_inf,0.139933923,0.169921501,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,4,frac_inf,0.156938097,0.168144732,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,5,frac_inf,0.198777678,0.203164621,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,6,frac_inf,0.21021573,0.213261208,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,0,dead_frac_of_inf,0,0,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.375,0.391304348,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.615384615,0.660240964,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.507996954,0.548169014,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.535407015,0.406469761,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.506048387,0.470793809,,,,,,
ecm,drugstopping_ralt,1,UNK14,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.558674643,0.617217525,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,0,frac_live,0.765557379,0.781511327,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,1,frac_live,0.795605756,0.778801148,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,2,frac_live,0.78125,0.78458498,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,3,frac_live,0.772556673,0.784319707,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,4,frac_live,0.787822878,0.772912577,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,5,frac_live,0.782965779,0.784481442,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,6,frac_live,0.78,0.792464484,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,1,frac_inf,0,0.000150989,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,2,frac_inf,0.015625,0.014290058,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,3,frac_inf,0.033778712,0.034167175,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,4,frac_inf,0.040590406,0.046353616,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,5,frac_inf,0.051254753,0.048877348,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,6,frac_inf,0.051060606,0.042927733,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,1,dead_frac_of_inf,,0,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.281553398,0.393617021,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.266666667,0.415178571,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.295454545,0.315960912,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,5,dead_frac_of_inf,0.258160237,0.309375,,,,,,
ecm,drugstopping_ralt,2,UNK15,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.329376855,0.323741007,,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,2,count_tot,252300,255750,265350,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,4,count_tot,236500,251625,255175,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,6,count_tot,238400,232500,238600,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,2,count_dead,15239.51873,14172.6054,14019.9322,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,4,count_dead,33878.663,42566.05732,42940.56541,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,6,count_dead,68372.0948,58823.57413,49129.94772,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,2,frac_inf,0,0,0,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,4,frac_inf,0,1.16E-05,0,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,6,frac_inf,8.69E-06,8.45E-06,0,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,2,dead_frac_of_inf,,,,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,4,dead_frac_of_inf,,1,,,,,,
ecp,timeseries_uninf,1,43A,2014-07-19,0,time_d,6,dead_frac_of_inf,0,1,,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,count_tot,209138,216050,211138,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,count_tot,203287.5,208600,207700,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,count_tot,250000,248713,233700,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,count_dead,28758.35896,18633.36005,18782.12416,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,count_dead,26460.41955,28129.03591,29601.16836,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,count_dead,56556.26921,48279.41392,42785.80471,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,frac_inf,3.73E-05,0,0,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,frac_inf,0,0,0,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,frac_inf,8.37E-05,0,0,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,2,dead_frac_of_inf,0.333333333,,,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,4,dead_frac_of_inf,,,,,,,,
ecp,timeseries_uninf,2,8B,2014-07-19,0,time_d,6,dead_frac_of_inf,0.571428571,,,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,count_tot,271687.5,271250,279825,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,count_tot,266200,265987.5,265350,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,count_tot,255150,256200,252000,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,count_dead,43635.55921,24667.76081,26703.62348,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,count_dead,40050.88874,41376.70363,44575.79093,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,count_dead,56857.94546,58567.60087,41374.40589,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,frac_inf,1.20E-05,0,0,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,frac_inf,1.98E-05,6.40E-06,0,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,frac_inf,3.80E-05,9.98E-06,9.94E-06,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,2,dead_frac_of_inf,0,,,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,4,dead_frac_of_inf,0,1,,,,,,
ecp,timeseries_uninf,3,43B,2015-07-15,0,time_d,6,dead_frac_of_inf,0.75,0,0,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,2,count_tot,276200,267750,263062,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,4,count_tot,245700,237800,230100,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,6,count_tot,220000,226800,222800,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,2,count_dead,18516.64206,14852.51848,18561.73682,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,4,count_dead,50414.33828,54561.05024,52522.57529,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,6,count_dead,109739.7273,104210.0465,82711.81147,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,2,frac_inf,0.000238138,0.000540427,0.000547724,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,4,frac_inf,0.04129525,0.040680163,0.038617094,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,6,frac_inf,0.037213606,0.035486874,0.044194732,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,2,dead_frac_of_inf,0,0.016949153,0.01754386,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,4,dead_frac_of_inf,0.233619106,0.233628319,0.208597807,,,,,
ecp,timeseries_inf,1,43A,2014-07-19,20,time_d,6,dead_frac_of_inf,0.458923513,0.456803078,0.469977761,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,2,count_tot,192188,219200,267000,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,4,count_tot,154700,159300,161000,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,6,count_tot,176400,171938,183938,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,2,count_dead,25197.36642,26499.05785,33564.10162,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,4,count_dead,48848.04283,45240.60447,45747.73682,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,6,count_dead,90504.80139,91373.62342,98861.24854,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,2,frac_inf,0.012787463,0.031774072,0.019837027,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,4,frac_inf,0.198176043,0.200926359,0.195866345,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,6,frac_inf,0.228870271,0.214952921,0.231792309,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,2,dead_frac_of_inf,0.01594533,0.022238695,0.024163569,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,4,dead_frac_of_inf,0.301620131,0.213420891,0.224410834,,,,,
ecp,timeseries_inf,2,8B,2014-07-19,20,time_d,6,dead_frac_of_inf,0.483238124,0.469946623,0.569896981,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,2,count_tot,261000,268550,263500,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,4,count_tot,240712.5,252650,250825,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,6,count_tot,223600,235125,236537.5,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,2,count_dead,66421.98118,59242.36541,60776.59393,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,4,count_dead,130366.9182,142806.7093,136907.1321,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,6,count_dead,163268.2612,182215.2429,178289.2126,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,2,frac_inf,0.008145903,0.013085144,0.012342312,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,4,frac_inf,0.106349988,0.08826145,0.089258328,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,6,frac_inf,0.10781152,0.116309844,0.110395363,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,2,dead_frac_of_inf,0.080939948,0.115977291,0.122467772,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,4,dead_frac_of_inf,0.449019801,0.442605254,0.424770314,,,,,
ecp,timeseries_inf,3,43B,2015-07-15,50,time_d,6,dead_frac_of_inf,0.613072982,0.681796407,0.672818984,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,count_tot,231075,231070,232275,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,count_tot,236775,227700,238700,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,count_tot,240125,242900,239250,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,count_tot,258000,275100,250125,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,count_tot,252525,276000,260775,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,count_dead,125824.3719,124694.2804,126043.4924,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,count_dead,118082.6227,112517.3597,106770.0605,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,count_dead,107549.0286,95986.75556,106136.7688,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,count_dead,119592.7977,103762.5178,103720.1389,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,count_dead,129023.3793,116910.4283,116822.834,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,frac_inf,0.032867328,0.050619981,0.039519557,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,frac_inf,0.019786892,0.024458007,0.022172606,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,frac_inf,0.004917244,0.007290995,0.007607464,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,frac_inf,0.000468463,0.000529083,0.001288074,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,frac_inf,1.07E-05,1.08E-05,3.43E-05,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,0,dead_frac_of_inf,0.575302189,0.65027909,0.587311178,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,1,dead_frac_of_inf,0.552835821,0.602420857,0.560535506,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,2,dead_frac_of_inf,0.368085106,0.402282454,0.408554572,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,3,dead_frac_of_inf,0.102564103,0.208333333,0.218487395,,,,,
ecp,virus_decay,1,38A,2015-06-22,10,t_incub_d,4,dead_frac_of_inf,1,0,0.333333333,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,count_tot,227125,232500,234850,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,count_tot,245437,248000,245250,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,count_tot,253500,245100,255938,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,count_tot,264775,268750,268400,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,count_tot,270250,279775,271500,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,count_dead,88516.37951,94744.23849,94401.51503,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,count_dead,78832.93299,77197.69789,77520.28737,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,count_dead,64806.01935,56300.67205,64451.05291,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,count_dead,68210.72568,61364.15869,59814.74037,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,count_dead,64240.05432,60498.08278,61797.67946,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,frac_inf,0.045480676,0.074488359,0.068591013,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,frac_inf,0.029435733,0.038314707,0.036233741,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,frac_inf,0.001308555,0.001860335,0.001931123,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,frac_inf,0.000594775,0.000938455,0.001033305,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,frac_inf,8.34E-05,5.69E-05,2.35E-05,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,0,dead_frac_of_inf,0.468886728,0.553472112,0.536340039,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,1,dead_frac_of_inf,0.462775907,0.517459362,0.478927203,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,2,dead_frac_of_inf,0.279069767,0.31875,0.344827586,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,3,dead_frac_of_inf,0.288461538,0.316326531,0.273684211,,,,,
ecp,virus_decay,2,32A,2015-06-22,10,t_incub_d,4,dead_frac_of_inf,0.375,0.4,0,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,frac_live,0.375362701,0.471474602,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,frac_live,0.405034418,0.470624409,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,frac_live,0.446638986,0.305713487,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,frac_live,0.368741417,0.398594095,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,frac_live,0.31661462,0.297146625,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,frac_live,0.192996247,0.188113292,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,frac_inf,0.007197498,0.000473844,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,frac_inf,0.012219462,0.014853359,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,frac_inf,0.014925373,0.01118464,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,frac_inf,0.022677504,0.018598112,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,frac_inf,0.02826461,0.026105982,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,frac_inf,0.034311317,0.022970562,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,1.25,dead_frac_of_inf,0.434554974,0,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,2.5,dead_frac_of_inf,0.6,0.563694268,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,5,dead_frac_of_inf,0.533834586,0.616666667,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,10,dead_frac_of_inf,0.628477905,0.64362851,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,20,dead_frac_of_inf,0.666290868,0.676234214,,,,,,
ecp,virus_dilution,1,36A,2015-06-01,NA,v_innoc,40,dead_frac_of_inf,0.738258877,0.59223301,,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,frac_live,0.589216098,0.601835532,0.468110599,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,frac_live,0.538156752,0.493638077,0.444936813,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,frac_live,0.455355485,0.494281452,0.473516568,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,frac_live,0.380305796,0.428459581,0.42486712,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,frac_live,0.299929128,0.345782057,0.355105105,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,frac_live,0.228390517,0.230058499,0.215665156,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,frac_inf,0.0128951,0.013067526,0.011705069,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,frac_inf,0.025021711,0.029139177,0.031511571,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,frac_inf,0.035455727,0.033515664,0.036218854,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,frac_inf,0.046953446,0.041006068,0.038795887,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,frac_inf,0.050106308,0.057766218,0.044723295,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,frac_inf,0.054557503,0.05899076,0.058345094,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,1.25,dead_frac_of_inf,0.404651163,0.376744186,0.362204724,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,2.5,dead_frac_of_inf,0.492407809,0.498652291,0.489583333,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,5,dead_frac_of_inf,0.573298429,0.575667656,0.557446809,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,10,dead_frac_of_inf,0.660996355,0.590692124,0.623559539,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,20,dead_frac_of_inf,0.657708628,0.659946237,0.64108713,,,,,
ecp,virus_dilution,2,40A,2015-06-01,NA,v_innoc,40,dead_frac_of_inf,0.668016194,0.658016682,0.702100573,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,0,frac_live,0.680408163,0.814308943,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,0.5,frac_live,0.779494382,0.812378168,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,1,frac_live,0.665867945,0.692776086,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,2,frac_live,0.625281602,0.634239268,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,3,frac_live,0.599227426,0.607239264,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,4,frac_live,0.601017442,0.600193611,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,6,frac_live,0.592062925,0.615852146,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,0,frac_inf,0.002857143,0,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,0.5,frac_inf,0.000156055,0.000162443,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,1,frac_inf,0.002396166,0.001383892,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,2,frac_inf,0.047058824,0.038481077,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,3,frac_inf,0.143167552,0.145766871,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,4,frac_inf,0.172722868,0.175822846,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,6,frac_inf,0.171612442,0.177375341,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,0,dead_frac_of_inf,0.476190476,,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,0.5,dead_frac_of_inf,0,0,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.5,0.7,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.571808511,0.607260726,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,3,dead_frac_of_inf,0.574198988,0.588383838,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,4,dead_frac_of_inf,0.586255259,0.560220234,,,,,,
ecp,drugstopping_efav,1,UNK16,UNK,50,t_innoc_d,6,dead_frac_of_inf,0.55,0.544755245,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,0,frac_live,0.806235012,0.808809448,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,1,frac_live,0.676086377,0.693913755,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,2,frac_live,0.641925269,0.617811211,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,3,frac_live,0.63672956,0.627652973,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,4,frac_live,0.631005448,0.603544665,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,5,frac_live,0.623717636,0.620930233,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,6,frac_live,0.623655914,0.608721696,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,0,frac_inf,0,0,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,1,frac_inf,0.001466276,0.001091703,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,2,frac_inf,0.068524383,0.087600097,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,3,frac_inf,0.106666667,0.121509247,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,4,frac_inf,0.110450718,0.140121327,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,5,frac_inf,0.142525647,0.136597307,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,6,frac_inf,0.133553275,0.142446388,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,0,dead_frac_of_inf,,,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,1,dead_frac_of_inf,0.363636364,0.75,,,,,,
ecp,drugstopping_efav,2,UNK17,UNK,50,t_innoc_d,2,dead_frac_of_inf,0.521256932,0.583102493,,,,,,
